timestamp,project,script,status,exit_code,accuracy,mem_delta_mb,exec_time_s,energy_j,notes
2026-02-19T15:53:56+0100,Air-Quality-Health-Prediction,GENAIGREENML_original_telemetry_gemini.py,OK,0,1.000000,0.000,1.426162958,28.523,energy approx on macOS using 20.0W
2026-02-19T15:53:57+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_chatgpt.py,FAILED,1,,0.000,1.098449230,21.969,energy approx on macOS using 20.0W
2026-02-19T15:53:57+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_claude.py,FAILED,1,,0.000,0.038408756,0.768,energy approx on macOS using 20.0W
2026-02-19T15:53:58+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_codex.py,FAILED,1,,0.000,1.094947100,21.899,energy approx on macOS using 20.0W
2026-02-19T15:53:59+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_gemini.py,FAILED,1,,0.000,1.095572233,21.911,energy approx on macOS using 20.0W
2026-02-19T15:54:00+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.894470,0.000,1.101387024,22.028,energy approx on macOS using 20.0W
2026-02-19T15:54:01+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.994945049,19.899,energy approx on macOS using 20.0W
2026-02-19T15:54:02+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_codex.py,FAILED,1,,0.000,1.160578251,23.212,energy approx on macOS using 20.0W
2026-02-19T15:54:03+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_gemini.py,OK,0,0.000000,0.000,0.937289953,18.746,energy approx on macOS using 20.0W
2026-02-19T15:54:04+0100,Algorithms_KnnClasifier,GENAIGREENML_original_telemetry_gemini.py,OK,0,0.720000,0.000,0.388019800,7.760,energy approx on macOS using 20.0W
2026-02-19T15:54:04+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_chatgpt.py,OK,0,0.750000,0.000,0.236561060,4.731,energy approx on macOS using 20.0W
2026-02-19T15:54:04+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_claude.py,FAILED,1,,0.000,0.040915966,0.818,energy approx on macOS using 20.0W
2026-02-19T15:54:05+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_codex.py,OK,0,0.720000,0.000,0.240861177,4.817,energy approx on macOS using 20.0W
2026-02-19T15:54:05+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_gemini.py,OK,0,0.720000,0.000,0.239439011,4.789,energy approx on macOS using 20.0W
2026-02-19T15:54:06+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_chatgpt.py,OK,0,0.770000,0.000,1.004243851,20.085,energy approx on macOS using 20.0W
2026-02-19T15:54:06+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_claude.py,FAILED,1,,0.000,0.039174080,0.783,energy approx on macOS using 20.0W
2026-02-19T15:54:07+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_codex.py,FAILED,1,,0.000,0.949023962,18.980,energy approx on macOS using 20.0W
2026-02-19T15:54:08+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_gemini.py,OK,0,0.350000,0.000,1.042935133,20.859,energy approx on macOS using 20.0W
2026-02-19T15:54:08+0100,animals-classification,GENAIGREENML*.py,SKIPPED,,,,,,
2026-02-19T15:54:08+0100,Annotated_Colab_Notebook,GENAIGREENML*.py,SKIPPED,,,,,,
2026-02-19T15:54:08+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML*.py,SKIPPED,,,,,,
2026-02-19T15:54:08+0100,BreastCancer_Classification,GENAIGREENML*.py,SKIPPED,,,,,,
2026-02-19T15:54:08+0100,cancer_prediction,GENAIGREENML*.py,SKIPPED,,,,,,
2026-02-19T15:54:08+0100,cars-classification,GENAIGREENML*.py,SKIPPED,,,,,,
2026-02-19T15:54:08+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML*.py,SKIPPED,,,,,,
2026-02-19T15:54:08+0100,CodeAlpha_IrisClassification,GENAIGREENML*.py,SKIPPED,,,,,,
2026-02-19T15:54:08+0100,CT_Project,GENAIGREENML*.py,SKIPPED,,,,,,
2026-02-19T15:54:08+0100,Cuisine-Predictor,GENAIGREENML*.py,SKIPPED,,,,,,
2026-02-19T15:54:08+0100,Decision-Trees,GENAIGREENML*.py,SKIPPED,,,,,,
2026-02-19T15:54:08+0100,DecisionTreeClassifier,GENAIGREENML*.py,SKIPPED,,,,,,
