timestamp,project,script,status,accuracy,mem_delta_mb,exec_time_s,energy_j,notes
2026-02-03T12:22:54+0100,Algorithms_KnnClasifier,GENAIGREENML_original_telemetry.py,OK,0.720000,0.000,0.379027843,7.581,energy approx on macOS using 20W
2026-02-03T12:22:54+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_gemini.py,OK,0.720000,0.000,0.258038044,5.161,energy approx on macOS using 20W
2026-02-03T12:22:55+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_gemini.py,OK,0.770000,0.000,0.940907001,18.818,energy approx on macOS using 20W
2026-02-03T12:22:55+0100,Annotated_Colab_Notebook,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,BreastCancer_Classification,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,CT_Project,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,DecisionTreeClassifier,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,Deep-Learning-Classification,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,HWStudentGradPredictor,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,Iris-Classification-ML-problem,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,Iris-Flower-Classification-Codealpha,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,Iris-Flower-Classification-Codealpha2,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,Iris-Flower-Classification-Codealpha3,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,Iris-ML-Lab,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,ML_CSV_Classification,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,Network_Intrusion_Detection_System,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,Rock-or-Mine-prediction,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,SCT_ML_3,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,SparkMLClassification,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,SparkMLClassification2,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,animals-classification,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,cancer_prediction,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,cars-classification,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,diabetes_predictive_analysis,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,dyslexia-randomforest,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,spam-ham-detection,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-03T12:22:55+0100,student-math-ml-analysis,GENAIGREENML*.py,SKIPPED,,,,,
