timestamp,project,script,status,accuracy,mem_delta_mb,exec_time_s,energy_j,notes
2026-02-04T10:35:02+0100,Algorithms_KnnClasifier,GENAIGREENML_original_telemetry.py,OK,0.720000,0.000,1.252325296,25.047,energy approx on macOS using 20W
2026-02-04T10:35:03+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_gemini.py,OK,0.720000,0.000,0.231827974,4.637,energy approx on macOS using 20W
2026-02-04T10:35:06+0100,Algorithms_KnnClasifier,GENAIGREENML_autonomous_gemini.py,OK,0.753247,0.000,2.956974030,59.139,energy approx on macOS using 20W
2026-02-04T10:35:12+0100,Annotated_Colab_Notebook,GENAIGREENML_original_telemetry.py,OK,0.860916,0.000,6.525641918,130.513,energy approx on macOS using 20W
2026-02-04T10:35:14+0100,Annotated_Colab_Notebook,GENAIGREENML_assisted_gemini.py,OK,0.859824,0.000,1.718569994,34.371,energy approx on macOS using 20W
2026-02-04T10:35:16+0100,Annotated_Colab_Notebook,GENAIGREENML_autonomous_gemini.py,FAILED,,0.000,1.446100950,28.922,energy approx on macOS using 20W
2026-02-04T10:35:19+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_original_telemetry.py,OK,0.903509,0.000,3.270056963,65.401,energy approx on macOS using 20W
2026-02-04T10:35:19+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_assisted_gemini.py,FAILED,,0.000,0.023648977,0.473,energy approx on macOS using 20W
2026-02-04T10:35:20+0100,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML_autonomous_gemini.py,OK,0.973684,0.000,1.139939070,22.799,energy approx on macOS using 20W
2026-02-04T10:35:26+0100,BreastCancer_Classification,GENAIGREENML_original_telemetry.py,OK,0.919463,0.000,5.599328041,111.987,energy approx on macOS using 20W
2026-02-04T10:35:29+0100,BreastCancer_Classification,GENAIGREENML_assisted_gemini.py,OK,0.919463,0.000,2.484252930,49.685,energy approx on macOS using 20W
2026-02-04T10:35:32+0100,BreastCancer_Classification,GENAIGREENML_autonomous_gemini.py,OK,0.973684,0.000,3.121121168,62.422,energy approx on macOS using 20W
2026-02-04T10:35:36+0100,CT_Project,GENAIGREENML_original_telemetry.py,OK,0.966816,0.000,3.509206057,70.184,energy approx on macOS using 20W
2026-02-04T10:35:37+0100,CT_Project,GENAIGREENML_autonomous_gemini.py,OK,0.981166,0.000,0.921867132,18.437,energy approx on macOS using 20W
2026-02-04T10:35:41+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_original_telemetry.py,OK,0.625000,0.000,3.578867912,71.577,energy approx on macOS using 20W
2026-02-04T10:35:42+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_assisted_gemini.py,OK,0.625000,0.000,1.108382225,22.168,energy approx on macOS using 20W
2026-02-04T10:35:44+0100,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML_autonomous_gemini.py,OK,0.725000,0.000,2.335680008,46.714,energy approx on macOS using 20W
2026-02-04T10:35:48+0100,DecisionTreeClassifier,GENAIGREENML_original_telemetry.py,OK,1.000000,0.000,3.599460840,71.989,energy approx on macOS using 20W
2026-02-04T10:35:49+0100,DecisionTreeClassifier,GENAIGREENML_assisted_gemini.py,OK,1.000000,0.000,0.973602057,19.472,energy approx on macOS using 20W
2026-02-04T10:35:50+0100,DecisionTreeClassifier,GENAIGREENML_autonomous_gemini.py,OK,1.000000,0.000,0.960952282,19.219,energy approx on macOS using 20W
2026-02-04T10:35:50+0100,Deep-Learning-Classification,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,HWStudentGradPredictor,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,Iris-Classification-ML-problem,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,Iris-Flower-Classification-Codealpha,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,Iris-Flower-Classification-Codealpha2,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,Iris-Flower-Classification-Codealpha3,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,Iris-ML-Lab,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,ML_CSV_Classification,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,Network_Intrusion_Detection_System,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,Rock-or-Mine-prediction,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,SCT_ML_3,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,SparkMLClassification,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,SparkMLClassification2,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,animals-classification,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,cancer_prediction,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,cars-classification,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,diabetes_predictive_analysis,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,dyslexia-randomforest,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,spam-ham-detection,GENAIGREENML*.py,SKIPPED,,,,,
2026-02-04T10:35:50+0100,student-math-ml-analysis,GENAIGREENML*.py,SKIPPED,,,,,
