timestamp,project,script,status,accuracy,mem_delta_mb,exec_time_s,energy_j,notes
2026-01-29T12:12:25+01:00,Algorithms_KnnClasifier,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,Annotated_Colab_Notebook,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,BreastCancer_Classification,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,CT_Project,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,DecisionTreeClassifier,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,Deep-Learning-Classification,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,HWStudentGradPredictor,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,Iris-Classification-ML-problem,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,Iris-Flower-Classification-Codealpha,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,Iris-Flower-Classification-Codealpha2,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,Iris-Flower-Classification-Codealpha3,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:25+01:00,Iris-ML-Lab,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:26+01:00,ML_CSV_Classification,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:26+01:00,Network_Intrusion_Detection_System,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:28+01:00,Rock-or-Mine-prediction,GENAIGREENML_original_telemetry.py,OK,0.726027,.093,2.056429000,,energy not supported on macOS
2026-01-29T12:12:28+01:00,SCT_ML_3,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:28+01:00,SparkMLClassification,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:28+01:00,SparkMLClassification2,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:28+01:00,animals-classification,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:28+01:00,cancer_prediction,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:28+01:00,cars-classification,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:28+01:00,diabetes_predictive_analysis,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:28+01:00,dyslexia-randomforest,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:28+01:00,spam-ham-detection,GENAIGREENML*.py,SKIPPED,,,51014,,
2026-01-29T12:12:28+01:00,student-math-ml-analysis,GENAIGREENML*.py,SKIPPED,,,51014,,
