timestamp,project,script,status,accuracy,mem_delta_mb,exec_time_s,energy_j,notes
2026-02-03T11:36:26+01:00,Algorithms_KnnClasifier,GENAIGREENML_autonomous_gemini.py,OK,0.770000,0,1.076766000,21.535320000,energy approx on macOS using 20W
2026-02-03T11:36:26+01:00,Algorithms_KnnClasifier,GENAIGREENML_original_telemetry.py,OK,0.720000,0,.426889000,8.537780000,energy approx on macOS using 20W
2026-02-03T11:36:27+01:00,Algorithms_KnnClasifier,GENAIGREENML_assisted_gemini.py,OK,0.720000,0,.306550000,6.131000000,energy approx on macOS using 20W
2026-02-03T11:36:27+01:00,Annotated_Colab_Notebook,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,BREAST-CANCER-PREDICTION-SYSTEM,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,BreastCancer_Classification,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,CT_Project,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,Classification-with-xgboost-on-binary.csv-data,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,DecisionTreeClassifier,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,Deep-Learning-Classification,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,Deep-learning-classification-based-model-for-screening-compounds-with-hERG-inhibitory-activity,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,HWStudentGradPredictor,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,Iris-Classification-ML-problem,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,Iris-Flower-Classification-Codealpha,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,Iris-Flower-Classification-Codealpha2,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,Iris-Flower-Classification-Codealpha3,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,Iris-ML-Lab,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,ML_CSV_Classification,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,Network_Intrusion_Detection_System,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,Rock-or-Mine-prediction,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,SCT_ML_3,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,SparkMLClassification,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,SparkMLClassification2,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,animals-classification,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,cancer_prediction,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,cars-classification,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,diabetes_predictive_analysis,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,dyslexia-randomforest,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,spam-ham-detection,GENAIGREENML*.py,SKIPPED,,,52740,,
2026-02-03T11:36:27+01:00,student-math-ml-analysis,GENAIGREENML*.py,SKIPPED,,,52740,,
