timestamp,project,script,status,exit_code,accuracy,mem_delta_mb,exec_time_s,energy_j,notes
2026-02-19T19:36:08+0100,Air-Quality-Health-Prediction,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,1.000000,0.000,5.441013813,108.820,energy approx on macOS using 20.0W
2026-02-19T19:36:09+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_chatgpt.py,FAILED,1,,0.000,1.164907932,23.298,energy approx on macOS using 20.0W
2026-02-19T19:36:10+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_claude.py,FAILED,1,,0.000,1.213251114,24.265,energy approx on macOS using 20.0W
2026-02-19T19:36:11+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_codex.py,FAILED,1,,0.000,0.996470213,19.929,energy approx on macOS using 20.0W
2026-02-19T19:36:12+0100,Air-Quality-Health-Prediction,GENAIGREENML_assisted_gemini.py,FAILED,1,,0.000,1.092118025,21.842,energy approx on macOS using 20.0W
2026-02-19T19:36:13+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_chatgpt.py,OK,0,1.000000,0.000,1.110300064,22.206,energy approx on macOS using 20.0W
2026-02-19T19:36:14+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_claude.py,OK,0,,0.000,1.049381018,20.988,energy approx on macOS using 20.0W
2026-02-19T19:36:15+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_codex.py,FAILED,1,,0.000,1.003964186,20.079,energy approx on macOS using 20.0W
2026-02-19T19:36:16+0100,Air-Quality-Health-Prediction,GENAIGREENML_autonomous_gemini.py,OK,0,0.000000,0.000,0.947613001,18.952,energy approx on macOS using 20.0W
2026-02-19T19:36:17+0100,Algorithms_KnnClasifier,GENAIGREENML_original_telemetry_chatgpt.py,OK,0,0.720000,0.000,0.510764122,10.215,energy approx on macOS using 20.0W
2026-02-19T19:36:17+0100,Algorithms_KnnClasifier,GENAIGREENML_assisted_chatgpt.py,OK,0,0.720000,0.000,0.234230042,4.685,energy approx on macOS using 20.0W
2026-02-19T19:36:17+0100,animals-classification,GENAIGREENML*.py,SKIPPED,,,,,,
